car,i,0.886666667
car,g,0.89
# 300 without replacement,,
car,i,0.908333333
car,g,0.913333333
# 600 without replacement,,
car,i,0.911666667
car,g,0.913333333
# 900 without replacement,,
car,i,0.883333333
car,g,0.883333333
# 1200 without replacement,,
car,i,0.872
car,g,0.874
# 1500 without replacement,,
car,i,0.888888889
car,g,0.890555556
# 1800 without replacement,,0.02
