name, method, class, balanced_accuracy
car,i,0,0.594521357669
car,i,1,0.594521357669
car,g,0,0.5
car,g,1,0.5
car,i,0,0.531143627803
car,i,1,0.531143627803
car,g,0,0.5
car,g,1,0.5
car,i,0,0.561007675218
car,i,1,0.561007675218
car,g,0,0.538680696001
car,g,1,0.538680696001
car,i,0,0.581153705914
car,i,1,0.581153705914
car,g,0,0.5
car,g,1,0.5
