name, method, class, f1_score
car,i,0,0.917471192775
car,i,1,0.917471192775
car,g,0,0.911400060478
car,g,1,0.911400060478
car,i,0,0.913971934106
car,i,1,0.913971934106
car,g,0,0.911400060478
car,g,1,0.911400060478
car,i,0,0.91386230318
car,i,1,0.91386230318
car,g,0,0.914373088685
car,g,1,0.914373088685
car,i,0,0.916924984501
car,i,1,0.916924984501
car,g,0,0.911400060478
car,g,1,0.911400060478
