name, method, class, x, y
car,i,0,1.0,1.0
car,i,0,1.0,0.996168582375
car,i,0,1.0,0.984674329502
car,i,0,0.974358974359,0.980842911877
car,i,0,0.974358974359,0.969348659004
car,i,0,0.948717948718,0.965517241379
car,i,0,0.923076923077,0.95785440613
car,i,0,0.923076923077,0.938697318008
car,i,0,0.923076923077,0.915708812261
car,i,0,0.923076923077,0.908045977011
car,i,0,0.923076923077,0.896551724138
car,i,0,0.897435897436,0.892720306513
car,i,0,0.897435897436,0.88122605364
car,i,0,0.846153846154,0.854406130268
car,i,0,0.846153846154,0.846743295019
car,i,0,0.820512820513,0.842911877395
car,i,0,0.820512820513,0.835249042146
car,i,0,0.820512820513,0.7969348659
car,i,0,0.769230769231,0.785440613027
car,i,0,0.74358974359,0.785440613027
car,i,0,0.74358974359,0.773946360153
car,i,0,0.717948717949,0.747126436782
car,i,0,0.717948717949,0.724137931034
car,i,0,0.692307692308,0.701149425287
car,i,0,0.692307692308,0.689655172414
car,i,0,0.692307692308,0.681992337165
car,i,0,0.692307692308,0.67816091954
car,i,0,0.666666666667,0.659003831418
car,i,0,0.666666666667,0.647509578544
car,i,0,0.615384615385,0.616858237548
car,i,0,0.589743589744,0.609195402299
car,i,0,0.564102564103,0.605363984674
car,i,0,0.564102564103,0.586206896552
car,i,0,0.564102564103,0.574712643678
car,i,0,0.564102564103,0.555555555556
car,i,0,0.512820512821,0.547892720307
car,i,0,0.487179487179,0.544061302682
car,i,0,0.461538461538,0.532567049808
car,i,0,0.410256410256,0.509578544061
car,i,0,0.410256410256,0.498084291188
car,i,0,0.410256410256,0.471264367816
car,i,0,0.410256410256,0.467432950192
car,i,0,0.384615384615,0.448275862069
car,i,0,0.384615384615,0.44061302682
car,i,0,0.384615384615,0.432950191571
car,i,0,0.384615384615,0.406130268199
car,i,0,0.358974358974,0.379310344828
car,i,0,0.358974358974,0.375478927203
car,i,0,0.333333333333,0.36398467433
car,i,0,0.307692307692,0.352490421456
car,i,0,0.25641025641,0.333333333333
car,i,0,0.25641025641,0.32183908046
car,i,0,0.25641025641,0.291187739464
car,i,0,0.230769230769,0.27969348659
car,i,0,0.230769230769,0.272030651341
car,i,0,0.230769230769,0.264367816092
car,i,0,0.179487179487,0.260536398467
car,i,0,0.153846153846,0.218390804598
car,i,0,0.153846153846,0.214559386973
car,i,0,0.153846153846,0.206896551724
car,i,0,0.153846153846,0.199233716475
car,i,0,0.153846153846,0.191570881226
car,i,0,0.153846153846,0.187739463602
car,i,0,0.153846153846,0.153256704981
car,i,0,0.153846153846,0.137931034483
car,i,0,0.153846153846,0.126436781609
car,i,0,0.153846153846,0.107279693487
car,i,0,0.128205128205,0.0727969348659
car,i,0,0.102564102564,0.0574712643678
car,i,0,0.102564102564,0.0459770114943
car,i,0,0.102564102564,0.0344827586207
car,i,0,0.0512820512821,0.0229885057471
car,i,0,0.025641025641,0.0114942528736
car,i,1,1.0,1.0
car,i,1,0.996168582375,1.0
car,i,1,0.984674329502,1.0
car,i,1,0.980842911877,0.974358974359
car,i,1,0.969348659004,0.974358974359
car,i,1,0.965517241379,0.948717948718
car,i,1,0.95785440613,0.923076923077
car,i,1,0.938697318008,0.923076923077
car,i,1,0.915708812261,0.923076923077
car,i,1,0.908045977011,0.923076923077
car,i,1,0.896551724138,0.923076923077
car,i,1,0.892720306513,0.897435897436
car,i,1,0.88122605364,0.897435897436
car,i,1,0.854406130268,0.846153846154
car,i,1,0.846743295019,0.846153846154
car,i,1,0.842911877395,0.820512820513
car,i,1,0.835249042146,0.820512820513
car,i,1,0.7969348659,0.820512820513
car,i,1,0.785440613027,0.769230769231
car,i,1,0.785440613027,0.74358974359
car,i,1,0.773946360153,0.74358974359
car,i,1,0.747126436782,0.717948717949
car,i,1,0.724137931034,0.717948717949
car,i,1,0.701149425287,0.692307692308
car,i,1,0.689655172414,0.692307692308
car,i,1,0.681992337165,0.692307692308
car,i,1,0.67816091954,0.692307692308
car,i,1,0.659003831418,0.666666666667
car,i,1,0.647509578544,0.666666666667
car,i,1,0.616858237548,0.615384615385
car,i,1,0.609195402299,0.589743589744
car,i,1,0.605363984674,0.564102564103
car,i,1,0.586206896552,0.564102564103
car,i,1,0.574712643678,0.564102564103
car,i,1,0.555555555556,0.564102564103
car,i,1,0.547892720307,0.512820512821
car,i,1,0.544061302682,0.487179487179
car,i,1,0.532567049808,0.461538461538
car,i,1,0.509578544061,0.410256410256
car,i,1,0.498084291188,0.410256410256
car,i,1,0.471264367816,0.410256410256
car,i,1,0.467432950192,0.410256410256
car,i,1,0.448275862069,0.384615384615
car,i,1,0.44061302682,0.384615384615
car,i,1,0.432950191571,0.384615384615
car,i,1,0.406130268199,0.384615384615
car,i,1,0.379310344828,0.358974358974
car,i,1,0.375478927203,0.358974358974
car,i,1,0.36398467433,0.333333333333
car,i,1,0.352490421456,0.307692307692
car,i,1,0.333333333333,0.25641025641
car,i,1,0.32183908046,0.25641025641
car,i,1,0.291187739464,0.25641025641
car,i,1,0.27969348659,0.230769230769
car,i,1,0.272030651341,0.230769230769
car,i,1,0.264367816092,0.230769230769
car,i,1,0.260536398467,0.179487179487
car,i,1,0.218390804598,0.153846153846
car,i,1,0.214559386973,0.153846153846
car,i,1,0.206896551724,0.153846153846
car,i,1,0.199233716475,0.153846153846
car,i,1,0.191570881226,0.153846153846
car,i,1,0.187739463602,0.153846153846
car,i,1,0.153256704981,0.153846153846
car,i,1,0.137931034483,0.153846153846
car,i,1,0.126436781609,0.153846153846
car,i,1,0.107279693487,0.153846153846
car,i,1,0.0727969348659,0.128205128205
car,i,1,0.0574712643678,0.102564102564
car,i,1,0.0459770114943,0.102564102564
car,i,1,0.0344827586207,0.102564102564
car,i,1,0.0229885057471,0.0512820512821
car,i,1,0.0114942528736,0.025641025641
car,g,0,1.0,1.0
car,g,0,0.974358974359,0.988505747126
car,g,0,0.974358974359,0.984674329502
car,g,0,0.948717948718,0.973180076628
car,g,0,0.948717948718,0.95785440613
car,g,0,0.897435897436,0.942528735632
car,g,0,0.846153846154,0.931034482759
car,g,0,0.846153846154,0.919540229885
car,g,0,0.846153846154,0.915708812261
car,g,0,0.846153846154,0.904214559387
car,g,0,0.846153846154,0.888888888889
car,g,0,0.846153846154,0.862068965517
car,g,0,0.846153846154,0.827586206897
car,g,0,0.846153846154,0.823754789272
car,g,0,0.846153846154,0.808429118774
car,g,0,0.846153846154,0.804597701149
car,g,0,0.846153846154,0.800766283525
car,g,0,0.846153846154,0.789272030651
car,g,0,0.794871794872,0.750957854406
car,g,0,0.769230769231,0.739463601533
car,g,0,0.769230769231,0.727969348659
car,g,0,0.74358974359,0.72030651341
car,g,0,0.666666666667,0.716475095785
car,g,0,0.589743589744,0.674329501916
car,g,0,0.589743589744,0.662835249042
car,g,0,0.589743589744,0.659003831418
car,g,0,0.589743589744,0.655172413793
car,g,0,0.589743589744,0.639846743295
car,g,0,0.589743589744,0.628352490421
car,g,0,0.589743589744,0.620689655172
car,g,0,0.564102564103,0.597701149425
car,g,0,0.538461538462,0.590038314176
car,g,0,0.538461538462,0.578544061303
car,g,0,0.538461538462,0.574712643678
car,g,0,0.538461538462,0.55938697318
car,g,0,0.538461538462,0.555555555556
car,g,0,0.538461538462,0.547892720307
car,g,0,0.538461538462,0.509578544061
car,g,0,0.538461538462,0.505747126437
car,g,0,0.538461538462,0.494252873563
car,g,0,0.538461538462,0.486590038314
car,g,0,0.538461538462,0.475095785441
car,g,0,0.538461538462,0.463601532567
car,g,0,0.512820512821,0.432950191571
car,g,0,0.512820512821,0.425287356322
car,g,0,0.512820512821,0.409961685824
car,g,0,0.512820512821,0.39846743295
car,g,0,0.487179487179,0.386973180077
car,g,0,0.487179487179,0.371647509579
car,g,0,0.487179487179,0.360153256705
car,g,0,0.384615384615,0.318007662835
car,g,0,0.384615384615,0.310344827586
car,g,0,0.384615384615,0.302681992337
car,g,0,0.384615384615,0.291187739464
car,g,0,0.384615384615,0.275862068966
car,g,0,0.384615384615,0.268199233716
car,g,0,0.358974358974,0.241379310345
car,g,0,0.307692307692,0.226053639847
car,g,0,0.307692307692,0.206896551724
car,g,0,0.307692307692,0.199233716475
car,g,0,0.307692307692,0.195402298851
car,g,0,0.307692307692,0.187739463602
car,g,0,0.307692307692,0.157088122605
car,g,0,0.282051282051,0.149425287356
car,g,0,0.282051282051,0.141762452107
car,g,0,0.25641025641,0.134099616858
car,g,0,0.25641025641,0.122605363985
car,g,0,0.153846153846,0.0842911877395
car,g,0,0.153846153846,0.0689655172414
car,g,0,0.0769230769231,0.0268199233716
car,g,0,0.0769230769231,0.0114942528736
car,g,0,0.025641025641,0.0114942528736
car,g,1,1.0,1.0
car,g,1,0.988505747126,0.974358974359
car,g,1,0.984674329502,0.974358974359
car,g,1,0.973180076628,0.948717948718
car,g,1,0.95785440613,0.948717948718
car,g,1,0.942528735632,0.897435897436
car,g,1,0.931034482759,0.846153846154
car,g,1,0.919540229885,0.846153846154
car,g,1,0.915708812261,0.846153846154
car,g,1,0.904214559387,0.846153846154
car,g,1,0.888888888889,0.846153846154
car,g,1,0.862068965517,0.846153846154
car,g,1,0.827586206897,0.846153846154
car,g,1,0.823754789272,0.846153846154
car,g,1,0.808429118774,0.846153846154
car,g,1,0.804597701149,0.846153846154
car,g,1,0.800766283525,0.846153846154
car,g,1,0.789272030651,0.846153846154
car,g,1,0.750957854406,0.794871794872
car,g,1,0.739463601533,0.769230769231
car,g,1,0.727969348659,0.769230769231
car,g,1,0.72030651341,0.74358974359
car,g,1,0.716475095785,0.666666666667
car,g,1,0.674329501916,0.589743589744
car,g,1,0.662835249042,0.589743589744
car,g,1,0.659003831418,0.589743589744
car,g,1,0.655172413793,0.589743589744
car,g,1,0.639846743295,0.589743589744
car,g,1,0.628352490421,0.589743589744
car,g,1,0.620689655172,0.589743589744
car,g,1,0.597701149425,0.564102564103
car,g,1,0.590038314176,0.538461538462
car,g,1,0.578544061303,0.538461538462
car,g,1,0.574712643678,0.538461538462
car,g,1,0.55938697318,0.538461538462
car,g,1,0.555555555556,0.538461538462
car,g,1,0.547892720307,0.538461538462
car,g,1,0.509578544061,0.538461538462
car,g,1,0.505747126437,0.538461538462
car,g,1,0.494252873563,0.538461538462
car,g,1,0.486590038314,0.538461538462
car,g,1,0.475095785441,0.538461538462
car,g,1,0.463601532567,0.538461538462
car,g,1,0.432950191571,0.512820512821
car,g,1,0.425287356322,0.512820512821
car,g,1,0.409961685824,0.512820512821
car,g,1,0.39846743295,0.512820512821
car,g,1,0.386973180077,0.487179487179
car,g,1,0.371647509579,0.487179487179
car,g,1,0.360153256705,0.487179487179
car,g,1,0.318007662835,0.384615384615
car,g,1,0.310344827586,0.384615384615
car,g,1,0.302681992337,0.384615384615
car,g,1,0.291187739464,0.384615384615
car,g,1,0.275862068966,0.384615384615
car,g,1,0.268199233716,0.384615384615
car,g,1,0.241379310345,0.358974358974
car,g,1,0.226053639847,0.307692307692
car,g,1,0.206896551724,0.307692307692
car,g,1,0.199233716475,0.307692307692
car,g,1,0.195402298851,0.307692307692
